id,isbn,title,author_last_name,author_first_name,page_count,description
864,992892802-9,Ichi the Killer (Koroshiya 1),Baxy,Shallow,24,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
865,263288770-4,Hawking,Odilia,Garron,9,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
866,746970509-0,Rurouni Kenshin (Rurôni Kenshin: Meiji kenkaku roman tan),Liv,Melledy,50,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
867,295772426-X,Frankenstein 90,Chicky,Neenan,13,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
868,414610183-2,Fahrenheit 451,Chandler,Pressnell,25,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
869,678181055-3,My Name Is Nobody (Il Mio nome è Nessuno),Analiese,Impey,32,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
870,282277311-4,Traitor,Christian,Satyford,85,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
871,025002074-2,Boys Town,Edan,Springell,19,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
872,971126089-1,Lucia,Cletus,Yves,14,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
873,904004351-5,"Fox and the Hound, The",Reilly,Fortnon,39,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
874,076617657-6,Big Top Pee-Wee,Christos,Iacovides,26,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
875,998869849-6,"Possession, The",Chrotoem,Ruggier,61,in faucibus orci luctus et ultrices posuere cubilia curae duis
876,877520682-X,Hamlet,Janith,Gollin,30,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
877,195903624-6,Georgia Rule,Karisa,Caddick,5,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
878,203157277-6,Garfield: The Movie,Tara,Belton,28,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
879,088678096-9,Twogether,Norean,Joll,38,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
880,376402220-5,Samurai I: Musashi Miyamoto (Miyamoto Musashi),Florenza,Minchinton,53,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac
881,948418515-0,Candleshoe,Geoffry,Portman,45,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
882,536867418-X,"Lonely Passion of Judith Hearne, The",Carena,Wilfing,71,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
883,396382631-2,"Texas Chainsaw Massacre 2, The",Maxi,Spearing,27,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec
884,711453244-X,Season of the Witch (Hungry Wives) (Jack's Wife),Gustavo,Casement,90,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
885,786120359-X,Frida,Braden,Schulter,82,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
886,315463880-6,"Student Prince in Old Heidelberg, The",Salim,Dudney,46,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue
887,434429208-1,Coven,Lettie,Yerson,17,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
888,061118316-1,Magnolia,Maxy,Grigaut,32,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
889,087783242-0,Savage Three,Gonzales,Yanson,73,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
890,475595937-3,"World, the Flesh and the Devil, The",Sheppard,Pook,60,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut
891,691552775-3,"Naked City, The",Bree,Theunissen,42,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu
892,232878052-0,Identity Thief,Rozelle,Duligall,17,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque
893,277116927-4,Walking with Monsters,Jacqueline,Angove,83,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
894,769738558-9,Maybe Baby,Dierdre,Guilloneau,55,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
895,945004335-3,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",Gaylene,Beardshall,33,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
896,170531249-7,"Cave, The",Adelind,Leggin,99,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
897,641817964-1,"Jungle Book, The",Armand,Domingues,71,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo
898,866618605-4,"Man There Was, A (Terje Vigen)",Hilary,Mapother,79,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
899,262862709-4,Man Exposed,Verla,MacCague,26,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id
900,509832487-4,Food Matters,Kare,Ellacombe,62,sem duis aliquam convallis nunc proin at turpis a pede posuere
901,425826280-3,"South, The (Lomalla)",Kacy,Inworth,63,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
902,408485490-5,Star Trek V: The Final Frontier,Corry,Reay,33,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
903,377254678-1,"Ultimate Warrior, The",Berna,Geany,52,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
904,678160317-5,"Phantom of the Opera, The",Basia,Lince,77,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
905,087919217-8,Galileo,Diego,Belison,23,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
906,167722210-7,"Bon Voyage, Charlie Brown (and Don't Come Back!)",Elihu,Pizer,34,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
907,592889043-5,Colin Quinn: Long Story Short,Romy,Layson,51,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
908,878834354-5,The Chumscrubber,Emmeline,Brooksbank,71,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed
909,303092495-5,Q,Bernadina,Caplis,34,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
910,234929714-4,Love Can Seriously Damage Your Health,Alidia,Stiell,27,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
911,427247011-6,The Bloodstained Butterfly,Fredek,Messiter,27,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
912,485044639-6,Where the Heart Is,Rici,Levicount,52,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
913,012001553-6,Philanthropy (Filantropica),Janaya,Bossons,34,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
914,282398637-5,Unrest,Quentin,Caurah,84,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
915,438582123-2,"Yellow Cab Man, The",Toinette,Doone,66,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
916,340444621-6,Poison,Mia,Wehnerr,87,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
917,495390794-9,"City of No Limits, The (la ciudad sin límites, En)",Ric,Bentley,32,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
918,136316323-X,Fido,Marline,Seeley,53,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
919,230820626-8,Philanthropy (Filantropica),Shane,Itzkovitch,58,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
